id,category,score,skills
11580408,INFORMATION-TECHNOLOGY,24.81,"['c', 'sql']"
17688766,INFORMATION-TECHNOLOGY,24.81,['sql']
10553553,INFORMATION-TECHNOLOGY,24.81,['sql']
18176523,INFORMATION-TECHNOLOGY,24.81,['sql']
22776912,INFORMATION-TECHNOLOGY,24.81,['sql']
20879311,INFORMATION-TECHNOLOGY,24.81,['sql']
31111279,INFORMATION-TECHNOLOGY,24.81,"['c', 'sql']"
11963737,ADVOCATE,24.81,['sql']
32042584,BUSINESS-DEVELOPMENT,24.81,"['c', 'sql']"
18365443,HEALTHCARE,24.81,['sql']
32563518,HEALTHCARE,24.81,['sql']
19532392,AGRICULTURE,24.81,['sql']
57706851,BPO,24.81,"['c', 'sql']"
55104715,SALES,24.81,['sql']
28951817,CONSULTANT,24.81,['sql']
31217840,CONSULTANT,24.81,['sql']
29647215,CONSULTANT,24.81,['sql']
20314980,CONSULTANT,24.81,"['c', 'sql']"
13454871,CONSULTANT,24.81,['sql']
20574232,CONSULTANT,24.81,['sql']
26341987,DIGITAL-MEDIA,24.81,['sql']
28790806,AUTOMOBILE,24.81,['sql']
70541112,FINANCE,24.81,['sql']
18024825,FINANCE,24.81,"['c', 'sql']"
11890896,ENGINEERING,24.81,"['c', 'sql']"
10041713,CONSTRUCTION,24.81,"['c', 'sql']"
38946032,CONSTRUCTION,24.81,['sql']
77156708,BANKING,24.81,['sql']
18457785,BANKING,24.81,['sql']
20850529,BANKING,24.81,['sql']
98348532,BANKING,24.81,['sql']
25200253,BANKING,24.81,['sql']
18067556,INFORMATION-TECHNOLOGY,22.73,"['python', 'sql', 'html', 'css', 'linux', 'aws', 'azure', 'excel', 'tableau']"
12351749,SALES,22.0,"['c', 'machine learning', 'excel', 'tableau']"
29524570,DESIGNER,20.58,"['c', 'sql', 'html', 'excel']"
80503242,ADVOCATE,20.58,"['sql', 'html', 'excel']"
15765660,SALES,20.58,"['sql', 'html', 'excel']"
23864858,DIGITAL-MEDIA,20.58,"['sql', 'html', 'excel']"
30097175,ENGINEERING,20.58,"['c', 'sql', 'html', 'excel']"
50328713,ENGINEERING,19.41,"['python', 'c', 'sql', 'git', 'linux', 'machine learning', 'tensorflow', 'scikit-learn', 'pandas', 'matplotlib']"
20001721,INFORMATION-TECHNOLOGY,19.39,"['sql', 'linux', 'excel']"
13964744,BPO,18.79,"['java', 'sql', 'excel']"
51724595,CONSULTANT,18.79,"['java', 'sql', 'excel']"
13405733,INFORMATION-TECHNOLOGY,17.69,"['python', 'sql', 'excel']"
25397102,BUSINESS-DEVELOPMENT,17.69,"['python', 'sql', 'excel']"
15083600,CONSULTANT,17.69,"['python', 'sql', 'excel']"
81011612,DESIGNER,17.01,"['sql', 'html']"
34317538,DESIGNER,17.01,"['c', 'sql', 'html']"
36434348,INFORMATION-TECHNOLOGY,17.01,"['c', 'sql', 'html']"
90867631,INFORMATION-TECHNOLOGY,17.01,"['c', 'sql', 'html']"
29975124,INFORMATION-TECHNOLOGY,17.01,"['c', 'sql', 'html']"
31169070,CONSULTANT,17.01,"['c', 'sql', 'html']"
11957080,INFORMATION-TECHNOLOGY,16.3,"['sql', 'html', 'linux', 'excel']"
20024870,INFORMATION-TECHNOLOGY,15.94,"['java', 'c', 'sql', 'html', 'excel']"
15651486,INFORMATION-TECHNOLOGY,15.91,"['sql', 'linux']"
18301617,INFORMATION-TECHNOLOGY,15.91,"['sql', 'linux']"
51639418,INFORMATION-TECHNOLOGY,15.91,"['sql', 'linux']"
18187364,INFORMATION-TECHNOLOGY,15.91,"['c', 'sql', 'linux']"
17111768,INFORMATION-TECHNOLOGY,15.91,"['sql', 'linux']"
51432451,CONSULTANT,15.91,"['sql', 'linux']"
14593060,CONSULTANT,15.91,"['sql', 'linux']"
18133495,PUBLIC-RELATIONS,15.91,"['sql', 'linux']"
60489316,BANKING,15.91,"['c', 'sql', 'linux']"
27419236,DIGITAL-MEDIA,15.9,"['sql', 'html', 'css', 'excel']"
11919526,DESIGNER,15.7,"['c', 'sql', 'html', 'javascript', 'excel']"
15281412,CONSULTANT,15.7,"['c', 'sql', 'html', 'javascript', 'excel']"
26456899,ENGINEERING,15.37,"['java', 'c', 'sql', 'linux', 'excel']"
59962788,HR,15.36,"['java', 'c', 'sql']"
65062795,CONSULTANT,15.36,"['java', 'sql']"
22488036,FITNESS,14.75,"['python', 'c', 'sql', 'linux', 'excel']"
22232367,AVIATION,14.75,"['python', 'sql', 'linux', 'excel']"
31243710,INFORMATION-TECHNOLOGY,14.72,"['c', 'sql', 'mysql', 'linux', 'excel']"
12374933,CONSULTANT,14.72,"['sql', 'mysql', 'linux', 'excel']"
10265057,INFORMATION-TECHNOLOGY,14.48,"['python', 'java', 'c', 'sql', 'excel']"
20566550,ENGINEERING,14.37,"['python', 'c', 'sql']"
93349646,CONSULTANT,14.06,"['c', 'sql', 'linux', 'aws', 'excel']"
21366189,CONSULTANT,14.06,"['c', 'sql', 'linux', 'aws', 'excel']"
33381211,INFORMATION-TECHNOLOGY,13.35,"['c', 'sql', 'aws']"
33176873,HR,13.34,['excel']
27018550,HR,13.34,['excel']
17812897,HR,13.34,['excel']
11592605,HR,13.34,['excel']
11847784,HR,13.34,['excel']
23155093,HR,13.34,['excel']
11763983,HR,13.34,['excel']
32977530,HR,13.34,['excel']
93002334,HR,13.34,['excel']
24184357,HR,13.34,['excel']
30163002,HR,13.34,['excel']
18827609,HR,13.34,['excel']
25676643,HR,13.34,['excel']
12786012,HR,13.34,['excel']
46258701,HR,13.34,['excel']
14225422,HR,13.34,['excel']
19717385,HR,13.34,['excel']
49937469,HR,13.34,['excel']
18316239,HR,13.34,['excel']
17855844,HR,13.34,['excel']
17422560,HR,13.34,['excel']
51769822,HR,13.34,['excel']
41523474,HR,13.34,"['c', 'excel']"
28419173,HR,13.34,['excel']
18155310,HR,13.34,['excel']
34554248,HR,13.34,['excel']
26202430,HR,13.34,['excel']
30646367,HR,13.34,['excel']
39650734,HR,13.34,['excel']
28828844,HR,13.34,['excel']
39081840,HR,13.34,"['c', 'excel']"
20925036,HR,13.34,['excel']
29564653,HR,13.34,['excel']
14886205,HR,13.34,['excel']
17412079,HR,13.34,['excel']
14640322,HR,13.34,['excel']
23408537,HR,13.34,"['c', 'excel']"
28808263,HR,13.34,['excel']
18084150,HR,13.34,['excel']
44476983,HR,13.34,['excel']
29091445,HR,13.34,['excel']
25724495,HR,13.34,['excel']
24508725,HR,13.34,['excel']
11698189,HR,13.34,['excel']
27165830,HR,13.34,['excel']
34740556,HR,13.34,['excel']
18557164,HR,13.34,['excel']
19179079,HR,13.34,['excel']
13376919,HR,13.34,['excel']
26048718,HR,13.34,['excel']
23510685,HR,13.34,['excel']
20806155,HR,13.34,['excel']
15575117,HR,13.34,['excel']
27496514,HR,13.34,['excel']
14256329,HR,13.34,['excel']
19336728,HR,13.34,['excel']
10399912,HR,13.34,['excel']
20417897,HR,13.34,['excel']
18731098,HR,13.34,['excel']
30563572,HR,13.34,['excel']
24402267,HR,13.34,['excel']
27847081,HR,13.34,['excel']
76010167,DESIGNER,13.34,['excel']
19164410,DESIGNER,13.34,['excel']
27529455,DESIGNER,13.34,['excel']
67582956,DESIGNER,13.34,"['c', 'excel']"
26924514,DESIGNER,13.34,['excel']
12674307,DESIGNER,13.34,['excel']
23951429,DESIGNER,13.34,['excel']
17555081,DESIGNER,13.34,['excel']
11155153,DESIGNER,13.34,['excel']
11958994,DESIGNER,13.34,['excel']
51681660,DESIGNER,13.34,['excel']
18979238,DESIGNER,13.34,['excel']
20390397,DESIGNER,13.34,['excel']
17199951,DESIGNER,13.34,['excel']
24455357,DESIGNER,13.34,"['c', 'excel']"
18460045,DESIGNER,13.34,['excel']
20986595,DESIGNER,13.34,['excel']
32532982,DESIGNER,13.34,['excel']
12547982,DESIGNER,13.34,['excel']
27497542,DESIGNER,13.34,"['c', 'excel']"
26503829,DESIGNER,13.34,['excel']
15425154,DESIGNER,13.34,"['c', 'excel']"
29865476,DESIGNER,13.34,['excel']
51018476,DESIGNER,13.34,['excel']
44145704,DESIGNER,13.34,['excel']
93301686,DESIGNER,13.34,['excel']
33241454,INFORMATION-TECHNOLOGY,13.34,['excel']
26801767,INFORMATION-TECHNOLOGY,13.34,"['c', 'excel']"
27372171,INFORMATION-TECHNOLOGY,13.34,['excel']
91697974,INFORMATION-TECHNOLOGY,13.34,['excel']
68460556,INFORMATION-TECHNOLOGY,13.34,['excel']
25905275,INFORMATION-TECHNOLOGY,13.34,['excel']
52618188,INFORMATION-TECHNOLOGY,13.34,['excel']
91121135,INFORMATION-TECHNOLOGY,13.34,['excel']
24230851,INFORMATION-TECHNOLOGY,13.34,['excel']
27058381,INFORMATION-TECHNOLOGY,13.34,"['c', 'excel']"
25857360,INFORMATION-TECHNOLOGY,13.34,['excel']
15297298,INFORMATION-TECHNOLOGY,13.34,['excel']
48037995,INFORMATION-TECHNOLOGY,13.34,['excel']
12467531,TEACHER,13.34,['excel']
19464810,TEACHER,13.34,['excel']
13855004,TEACHER,13.34,['excel']
63391085,TEACHER,13.34,['excel']
22807104,TEACHER,13.34,['excel']
22510753,TEACHER,13.34,['excel']
36206485,TEACHER,13.34,['excel']
28013287,TEACHER,13.34,['excel']
45286020,TEACHER,13.34,['excel']
22551979,TEACHER,13.34,['excel']
49285644,TEACHER,13.34,['excel']
27531694,TEACHER,13.34,['excel']
23398843,TEACHER,13.34,['excel']
66683238,TEACHER,13.34,['excel']
17311685,TEACHER,13.34,['excel']
22884757,TEACHER,13.34,['excel']
10527994,TEACHER,13.34,['excel']
11336022,TEACHER,13.34,['excel']
34033933,TEACHER,13.34,['excel']
20626794,TEACHER,13.34,"['c', 'excel']"
29930479,TEACHER,13.34,['excel']
86597425,TEACHER,13.34,['excel']
19786924,TEACHER,13.34,['excel']
25729119,TEACHER,13.34,['excel']
58105060,TEACHER,13.34,['excel']
22968380,TEACHER,13.34,['excel']
24240349,TEACHER,13.34,['excel']
35474904,ADVOCATE,13.34,['excel']
11188218,ADVOCATE,13.34,['excel']
73448369,ADVOCATE,13.34,"['c', 'excel']"
42164460,ADVOCATE,13.34,['excel']
18725071,ADVOCATE,13.34,['excel']
28974459,ADVOCATE,13.34,['excel']
38291889,ADVOCATE,13.34,['excel']
49486820,ADVOCATE,13.34,['excel']
16332348,ADVOCATE,13.34,['excel']
14064815,ADVOCATE,13.34,['excel']
20138606,ADVOCATE,13.34,['excel']
36694627,ADVOCATE,13.34,"['c', 'excel']"
29926588,ADVOCATE,13.34,['excel']
24588864,ADVOCATE,13.34,['excel']
74126637,ADVOCATE,13.34,['excel']
10186968,ADVOCATE,13.34,['excel']
23427369,ADVOCATE,13.34,['excel']
18997135,ADVOCATE,13.34,['excel']
11773767,ADVOCATE,13.34,['excel']
78538268,ADVOCATE,13.34,['excel']
13909762,ADVOCATE,13.34,"['c', 'excel']"
20604208,ADVOCATE,13.34,['excel']
22259475,ADVOCATE,13.34,['excel']
37560528,ADVOCATE,13.34,['excel']
36392131,ADVOCATE,13.34,['excel']
21614256,ADVOCATE,13.34,['excel']
95970987,ADVOCATE,13.34,['excel']
17021141,ADVOCATE,13.34,['excel']
15727656,ADVOCATE,13.34,['excel']
31242382,ADVOCATE,13.34,['excel']
13072354,ADVOCATE,13.34,['excel']
17847636,ADVOCATE,13.34,['excel']
24124250,ADVOCATE,13.34,['excel']
37640804,ADVOCATE,13.34,['excel']
47133747,ADVOCATE,13.34,['excel']
13342150,ADVOCATE,13.34,['excel']
13115648,ADVOCATE,13.34,['excel']
38059130,ADVOCATE,13.34,['excel']
38698573,ADVOCATE,13.34,['excel']
18090899,ADVOCATE,13.34,['excel']
29177904,ADVOCATE,13.34,"['c', 'excel']"
19926135,ADVOCATE,13.34,['excel']
19234823,ADVOCATE,13.34,['excel']
13809698,ADVOCATE,13.34,['excel']
17254634,ADVOCATE,13.34,['excel']
24946537,ADVOCATE,13.34,['excel']
28635795,ADVOCATE,13.34,['excel']
17165107,ADVOCATE,13.34,['excel']
26581830,BUSINESS-DEVELOPMENT,13.34,['excel']
10228751,BUSINESS-DEVELOPMENT,13.34,['excel']
18757174,BUSINESS-DEVELOPMENT,13.34,['excel']
14726000,BUSINESS-DEVELOPMENT,13.34,['excel']
90629382,BUSINESS-DEVELOPMENT,13.34,['excel']
34797369,BUSINESS-DEVELOPMENT,13.34,['excel']
20357858,BUSINESS-DEVELOPMENT,13.34,['excel']
37391947,BUSINESS-DEVELOPMENT,13.34,['excel']
77576845,BUSINESS-DEVELOPMENT,13.34,['excel']
26278597,BUSINESS-DEVELOPMENT,13.34,"['c', 'excel']"
11088337,BUSINESS-DEVELOPMENT,13.34,['excel']
12814706,BUSINESS-DEVELOPMENT,13.34,['excel']
15233524,BUSINESS-DEVELOPMENT,13.34,['excel']
13888506,BUSINESS-DEVELOPMENT,13.34,"['c', 'excel']"
79759716,BUSINESS-DEVELOPMENT,13.34,['excel']
10541358,BUSINESS-DEVELOPMENT,13.34,['excel']
14287992,BUSINESS-DEVELOPMENT,13.34,['excel']
17115815,BUSINESS-DEVELOPMENT,13.34,"['c', 'excel']"
20317319,BUSINESS-DEVELOPMENT,13.34,['excel']
24412546,BUSINESS-DEVELOPMENT,13.34,['excel']
29014805,BUSINESS-DEVELOPMENT,13.34,"['c', 'excel']"
89197180,BUSINESS-DEVELOPMENT,13.34,['excel']
12230301,BUSINESS-DEVELOPMENT,13.34,"['c', 'excel']"
25813953,BUSINESS-DEVELOPMENT,13.34,['excel']
17421910,BUSINESS-DEVELOPMENT,13.34,['excel']
14752209,BUSINESS-DEVELOPMENT,13.34,['excel']
14055971,BUSINESS-DEVELOPMENT,13.34,['excel']
23138078,HEALTHCARE,13.34,['excel']
51777546,HEALTHCARE,13.34,"['c', 'excel']"
93988900,HEALTHCARE,13.34,['excel']
41910253,HEALTHCARE,13.34,['excel']
11378657,HEALTHCARE,13.34,['excel']
54934269,HEALTHCARE,13.34,['excel']
27030979,HEALTHCARE,13.34,['excel']
22008817,HEALTHCARE,13.34,['excel']
87520378,HEALTHCARE,13.34,['excel']
58879993,HEALTHCARE,13.34,['excel']
64471954,HEALTHCARE,13.34,['excel']
75297735,HEALTHCARE,13.34,['excel']
10062724,HEALTHCARE,13.34,['excel']
43994605,HEALTHCARE,13.34,['excel']
23814777,HEALTHCARE,13.34,['excel']
16121387,HEALTHCARE,13.34,['excel']
10076271,HEALTHCARE,13.34,['excel']
95011061,HEALTHCARE,13.34,['excel']
75744306,HEALTHCARE,13.34,['excel']
14062078,HEALTHCARE,13.34,['excel']
32219038,HEALTHCARE,13.34,['excel']
10251432,HEALTHCARE,13.34,"['c', 'excel']"
26958533,HEALTHCARE,13.34,['excel']
23110214,HEALTHCARE,13.34,['excel']
60624892,HEALTHCARE,13.34,['excel']
23918545,HEALTHCARE,13.34,['excel']
98309114,HEALTHCARE,13.34,['excel']
16702198,HEALTHCARE,13.34,"['c', 'excel']"
45907524,HEALTHCARE,13.34,['excel']
24548333,HEALTHCARE,13.34,['excel']
20736486,HEALTHCARE,13.34,['excel']
12938200,HEALTHCARE,13.34,['excel']
31926950,HEALTHCARE,13.34,['excel']
25974844,HEALTHCARE,13.34,['excel']
26695839,HEALTHCARE,13.34,['excel']
10568183,HEALTHCARE,13.34,['excel']
34594746,HEALTHCARE,13.34,['excel']
18484846,HEALTHCARE,13.34,['excel']
36868767,HEALTHCARE,13.34,"['c', 'excel']"
24444525,FITNESS,13.34,['excel']
10268614,FITNESS,13.34,['excel']
29792535,FITNESS,13.34,['excel']
23063986,FITNESS,13.34,['excel']
38650096,FITNESS,13.34,['excel']
10235429,FITNESS,13.34,['excel']
97123005,FITNESS,13.34,['excel']
20565486,FITNESS,13.34,['excel']
19599699,FITNESS,13.34,['excel']
15293959,FITNESS,13.34,['excel']
30990885,FITNESS,13.34,"['c', 'excel']"
17431847,FITNESS,13.34,['excel']
11332602,FITNESS,13.34,"['c', 'excel']"
22093368,FITNESS,13.34,['excel']
28172023,FITNESS,13.34,['excel']
25507648,FITNESS,13.34,"['c', 'excel']"
16474898,FITNESS,13.34,['excel']
26459032,FITNESS,13.34,['excel']
21238396,FITNESS,13.34,['excel']
77266989,FITNESS,13.34,['excel']
59487170,FITNESS,13.34,['excel']
24219583,FITNESS,13.34,['excel']
27397245,FITNESS,13.34,['excel']
37087824,FITNESS,13.34,['excel']
19975121,FITNESS,13.34,['excel']
12695799,FITNESS,13.34,['excel']
16605352,FITNESS,13.34,['excel']
35164503,FITNESS,13.34,"['c', 'excel']"
14107571,FITNESS,13.34,['excel']
23477199,FITNESS,13.34,['excel']
90365216,FITNESS,13.34,['excel']
54246169,AGRICULTURE,13.34,"['c', 'excel']"
21134923,AGRICULTURE,13.34,"['c', 'excel']"
84512719,AGRICULTURE,13.34,['excel']
55500538,AGRICULTURE,13.34,['excel']
15053703,AGRICULTURE,13.34,['excel']
30437583,AGRICULTURE,13.34,['excel']
17312146,AGRICULTURE,13.34,['excel']
29746235,AGRICULTURE,13.34,['excel']
19851252,AGRICULTURE,13.34,['excel']
23631188,AGRICULTURE,13.34,['excel']
24001783,AGRICULTURE,13.34,['excel']
24397882,AGRICULTURE,13.34,['excel']
16172429,AGRICULTURE,13.34,"['c', 'excel']"
81042872,AGRICULTURE,13.34,"['c', 'excel']"
34141299,AGRICULTURE,13.34,['excel']
89740812,AGRICULTURE,13.34,['excel']
29510501,AGRICULTURE,13.34,['excel']
17640785,AGRICULTURE,13.34,['excel']
29968330,AGRICULTURE,13.34,"['c', 'excel']"
56068028,AGRICULTURE,13.34,['excel']
16507693,AGRICULTURE,13.34,['excel']
26921245,AGRICULTURE,13.34,['excel']
69360287,AGRICULTURE,13.34,['excel']
16661264,AGRICULTURE,13.34,['excel']
29142288,AGRICULTURE,13.34,['excel']
79536879,AGRICULTURE,13.34,['excel']
16492045,BPO,13.34,['excel']
24727739,BPO,13.34,['excel']
69097572,BPO,13.34,['excel']
38707449,BPO,13.34,['excel']
26829350,BPO,13.34,['excel']
19362586,BPO,13.34,['excel']
45077654,BPO,13.34,['excel']
87118391,SALES,13.34,['excel']
27607632,SALES,13.34,['excel']
18062906,SALES,13.34,['excel']
19473948,SALES,13.34,['excel']
71772815,SALES,13.34,['excel']
18328743,SALES,13.34,['excel']
37540732,SALES,13.34,['excel']
36904300,SALES,13.34,['excel']
10724818,SALES,13.34,['excel']
55477468,SALES,13.34,['excel']
15973307,SALES,13.34,['excel']
22319662,SALES,13.34,['excel']
51349448,SALES,13.34,['excel']
36621169,SALES,13.34,['excel']
33236701,SALES,13.34,['excel']
29211919,SALES,13.34,['excel']
42304307,SALES,13.34,['excel']
12820557,SALES,13.34,['excel']
23929500,SALES,13.34,['excel']
18171955,SALES,13.34,['excel']
17704246,SALES,13.34,['excel']
36970996,SALES,13.34,['excel']
13637605,SALES,13.34,['excel']
55097118,SALES,13.34,['excel']
38087844,SALES,13.34,['excel']
18885231,SALES,13.34,['excel']
15620421,SALES,13.34,['excel']
29928796,SALES,13.34,['excel']
18079050,CONSULTANT,13.34,['excel']
39308779,CONSULTANT,13.34,['excel']
22259768,CONSULTANT,13.34,['excel']
69181350,CONSULTANT,13.34,['excel']
18856440,CONSULTANT,13.34,['excel']
15699744,CONSULTANT,13.34,['excel']
38165833,CONSULTANT,13.34,['excel']
29723311,CONSULTANT,13.34,"['c', 'excel']"
22485475,CONSULTANT,13.34,['excel']
22556198,CONSULTANT,13.34,['excel']
99714410,CONSULTANT,13.34,['excel']
17025292,CONSULTANT,13.34,['excel']
23302948,CONSULTANT,13.34,"['c', 'excel']"
21512769,CONSULTANT,13.34,['excel']
27726066,CONSULTANT,13.34,['excel']
12526702,CONSULTANT,13.34,"['c', 'excel']"
27788376,CONSULTANT,13.34,['excel']
12251115,CONSULTANT,13.34,['excel']
13215696,CONSULTANT,13.34,['excel']
29297393,CONSULTANT,13.34,['excel']
22571461,CONSULTANT,13.34,"['c', 'excel']"
80527194,CONSULTANT,13.34,['excel']
49777184,CONSULTANT,13.34,['excel']
26234972,CONSULTANT,13.34,['excel']
29076405,CONSULTANT,13.34,['excel']
13328680,DIGITAL-MEDIA,13.34,['excel']
15226699,DIGITAL-MEDIA,13.34,"['c', 'excel']"
25723793,DIGITAL-MEDIA,13.34,['excel']
18900722,DIGITAL-MEDIA,13.34,['excel']
28109594,DIGITAL-MEDIA,13.34,['excel']
31929166,DIGITAL-MEDIA,13.34,['excel']
14209965,DIGITAL-MEDIA,13.34,['excel']
30999638,DIGITAL-MEDIA,13.34,['excel']
13503650,DIGITAL-MEDIA,13.34,"['c', 'excel']"
73282756,DIGITAL-MEDIA,13.34,"['c', 'excel']"
18905648,DIGITAL-MEDIA,13.34,['excel']
19053815,DIGITAL-MEDIA,13.34,['excel']
59011090,DIGITAL-MEDIA,13.34,['excel']
22380187,DIGITAL-MEDIA,13.34,['excel']
21125113,DIGITAL-MEDIA,13.34,['excel']
25706337,DIGITAL-MEDIA,13.34,['excel']
30864828,DIGITAL-MEDIA,13.34,['excel']
14556869,DIGITAL-MEDIA,13.34,"['c', 'excel']"
20210676,DIGITAL-MEDIA,13.34,['excel']
17432318,DIGITAL-MEDIA,13.34,['excel']
32109048,AUTOMOBILE,13.34,"['c', 'excel']"
17510973,AUTOMOBILE,13.34,['excel']
84295343,AUTOMOBILE,13.34,['excel']
78357954,AUTOMOBILE,13.34,['excel']
24703983,AUTOMOBILE,13.34,"['c', 'excel']"
47487091,AUTOMOBILE,13.34,['excel']
11887930,AUTOMOBILE,13.34,['excel']
14508237,AUTOMOBILE,13.34,['excel']
15484011,AUTOMOBILE,13.34,['excel']
18932512,AUTOMOBILE,13.34,['excel']
25047127,AUTOMOBILE,13.34,['excel']
23591247,CHEF,13.34,['excel']
19831366,CHEF,13.34,['excel']
13411858,CHEF,13.34,['excel']
25924968,CHEF,13.34,['excel']
34252537,CHEF,13.34,['excel']
81373857,CHEF,13.34,['excel']
92985983,CHEF,13.34,['excel']
23841877,CHEF,13.34,['excel']
23032276,CHEF,13.34,['excel']
32605413,CHEF,13.34,['excel']
27909372,CHEF,13.34,['excel']
11444536,CHEF,13.34,['excel']
23185829,CHEF,13.34,['excel']
21869994,CHEF,13.34,['excel']
47317494,CHEF,13.34,['excel']
28092317,CHEF,13.34,['excel']
21101152,CHEF,13.34,['excel']
20817322,CHEF,13.34,['excel']
51554903,CHEF,13.34,['excel']
14569498,CHEF,13.34,['excel']
12420359,CHEF,13.34,['excel']
11209758,CHEF,13.34,['excel']
23807940,CHEF,13.34,['excel']
21334981,CHEF,13.34,['excel']
35157762,CHEF,13.34,['excel']
36366044,CHEF,13.34,['excel']
29990140,CHEF,13.34,"['c', 'excel']"
19951766,CHEF,13.34,['excel']
20033302,CHEF,13.34,['excel']
31547476,CHEF,13.34,['excel']
11432686,CHEF,13.34,['excel']
15354126,CHEF,13.34,['excel']
12155206,CHEF,13.34,['excel']
27298953,CHEF,13.34,['excel']
11877150,FINANCE,13.34,"['c', 'excel']"
26530575,FINANCE,13.34,['excel']
48285304,FINANCE,13.34,['excel']
27789372,FINANCE,13.34,['excel']
78229715,FINANCE,13.34,"['c', 'excel']"
22720697,FINANCE,13.34,['excel']
20705888,FINANCE,13.34,['excel']
28522529,FINANCE,13.34,['excel']
19147603,FINANCE,13.34,['excel']
84356308,FINANCE,13.34,['excel']
91564103,FINANCE,13.34,['excel']
19405513,FINANCE,13.34,['excel']
28396458,FINANCE,13.34,['excel']
